Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
24-02-2016,05 - 06,"19,29","18,92","18,92","18,92","18,92","28,34","18,92","18,92","18,92","18,92","18,92","18,92","18,92","18,92","28,34","28,34","28,34",
24-02-2016,06 - 07,"20,52","20,00","20,00","20,00","20,00","30,33","20,00","20,00","20,00","20,00","20,00","20,00","20,00","20,00","30,33","30,33","30,33",
24-02-2016,07 - 08,"21,47","21,29","21,29","21,29","21,29","31,03","21,29","21,29","21,29","21,29","21,29","21,29","21,29","20,65","31,03","31,03","31,03",
24-02-2016,08 - 09,"22,66","21,62","21,62","21,62","21,62","34,69","21,62","21,62","21,62","21,62","21,62","21,62","21,62","20,80","34,69","34,69","34,69",
24-02-2016,09 - 10,"22,08","21,44","21,44","21,44","21,44","34,69","21,44","21,44","21,44","21,44","21,44","21,44","21,44","20,81","34,69","34,69","34,69",
24-02-2016,10 - 11,"21,35","21,27","21,27","21,27","21,27","30,24","21,27","21,27","21,27","21,27","21,27","21,27","21,27","20,76","30,24","30,24","30,24",
24-02-2016,11 - 12,"21,16","21,04","21,04","21,04","21,04","28,09","21,04","21,04","21,04","21,04","21,04","21,04","21,04","20,70","28,09","28,09","28,09",
24-02-2016,12 - 13,"21,00","20,85","20,85","20,85","20,85","26,10","20,85","20,85","20,85","20,85","20,85","20,85","20,85","20,66","26,10","28,06","28,06",
24-02-2016,13 - 14,"21,01","20,61","20,61","20,61","20,61","34,65","20,61","20,61","20,61","20,61","20,61","20,61","20,61","20,61","34,65","34,65","34,65",
24-02-2016,14 - 15,"20,92","20,52","20,52","20,52","20,52","37,46","20,52","20,52","20,52","20,52","20,52","20,52","20,52","20,52","37,46","37,46","37,46",
24-02-2016,15 - 16,"21,01","20,52","20,52","20,52","20,52","36,66","20,52","20,52","20,52","20,52","20,52","20,52","20,52","20,52","36,66","36,66","36,66",
24-02-2016,16 - 17,"21,12","20,68","20,68","20,68","20,68","36,23","20,68","20,68","20,68","20,68","20,68","20,68","20,68","20,68","36,23","36,23","36,23",
24-02-2016,17 - 18,"22,38","21,34","21,34","21,34","21,34","42,57","21,34","21,34","21,34","21,34","21,34","21,34","21,34","20,81","42,57","42,57","42,57",
24-02-2016,18 - 19,"25,21","22,03","22,03","22,03","22,03","47,98","22,03","22,03","22,03","22,03","22,03","22,03","22,03","20,80","42,95","42,95","42,95",
24-02-2016,19 - 20,"21,86","21,41","21,41","21,41","21,41","29,58","21,41","21,41","21,41","21,41","21,41","21,41","21,41","20,81","34,61","34,61","34,61",
24-02-2016,20 - 21,"21,08","21,10","21,10","21,10","21,10","21,86","21,10","21,10","21,10","21,10","21,10","21,10","21,10","20,77","21,86","21,86","21,86","21,86"
24-02-2016,21 - 22,"20,50","20,46","20,46","20,46","20,46","20,90","20,46","20,46","20,46","20,46","20,46","20,46","20,46","20,46","20,90","20,90","20,90","20,90"
24-02-2016,22 - 23,"19,55","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53","19,53"
24-02-2016,23 - 00,"18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83"
25-02-2016,00 - 01,"19,06","19,09","19,09","19,09","19,09","19,09","15,00","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09"
25-02-2016,01 - 02,"18,85","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86","18,86"
25-02-2016,02 - 03,"18,81","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82","18,82"
25-02-2016,03 - 04,"19,02","19,03","19,03","19,03","19,03","19,03","19,03","19,03","19,03","19,03","19,03","19,03","19,03","18,97","19,03","19,03","19,03",
25-02-2016,04 - 05,"19,43","19,46","19,46","19,46","19,46","19,46","19,46","19,46","19,46","19,46","19,46","19,46","19,46","18,99","19,46","19,46","19,46",
25-02-2016,05 - 06,"21,01","20,82","20,82","20,82","20,82","30,23","20,82","20,82","20,82","20,82","20,82","20,82","20,82","19,40","30,23","30,23","30,23",
25-02-2016,06 - 07,"22,90","21,56","21,56","21,56","21,56","30,86","21,56","21,56","21,56","21,56","21,56","21,56","21,56","20,59","30,86","30,86","30,86",
25-02-2016,07 - 08,"35,05","35,18","35,18","35,18","35,18","35,18","35,18","35,18","34,89","34,89","34,89","35,18","35,18","20,86","35,18","35,18","35,18",
25-02-2016,08 - 09,"37,21","38,25","38,25","38,25","38,25","38,25","38,25","38,25","38,25","37,06","37,06","38,25","38,25","21,05","38,25","38,25","38,25",
25-02-2016,09 - 10,"35,07","34,44","34,44","34,44","34,44","37,30","34,44","34,44","33,34","33,34","33,34","34,44","34,44","20,99","37,30","37,30","37,30",
25-02-2016,10 - 11,"28,09","31,35","31,35","31,35","31,35","31,35","31,35","31,35","31,09","31,09","31,09","31,35","31,35","20,97","31,35","31,35","31,35",
25-02-2016,11 - 12,"28,02","29,71","29,71","29,71","29,71","30,43","29,71","29,71","29,47","29,47","29,47","29,71","29,71","20,90","30,43","30,43","30,43",
25-02-2016,12 - 13,"25,27","25,92","25,92","25,92","25,92","30,49","25,92","25,92","23,34","23,34","23,34","25,92","25,92","20,92","30,49","30,49","30,49",
25-02-2016,13 - 14,"26,19","25,39","25,39","25,39","25,39","35,08","25,39","25,39","22,58","22,58","22,58","25,39","25,39","20,99","35,08","35,08","35,08",
25-02-2016,14 - 15,"24,86","24,40","24,40","24,40","24,40","35,10","23,83","24,40","22,00","22,00","22,00","24,40","24,40","21,00","35,10","35,10","35,10",
25-02-2016,15 - 16,"23,82","24,19","24,19","24,19","24,19","35,07","23,77","24,19","21,47","21,47","21,47","24,19","24,19","20,94","35,07","35,07","35,07",
25-02-2016,16 - 17,"24,54","23,97","23,97","23,97","24,78","37,11","23,80","24,78","21,50","21,50","21,50","23,97","23,97","20,95","37,11","37,11","37,11",
25-02-2016,17 - 18,"35,03","31,16","31,16","31,16","31,16","42,80","31,16","31,16","22,22","22,22","22,22","31,16","31,16","20,97","42,80","42,80","42,80",
25-02-2016,18 - 19,"39,92","38,95","38,95","38,95","38,95","43,95","38,95","38,95","24,89","24,89","24,89","38,95","38,95","38,95","43,95","43,95","43,95",
25-02-2016,19 - 20,"35,03","35,08","35,08","35,08","35,08","35,08","35,08","35,08","23,06","23,06","23,06","35,08","35,08","35,08","35,08","35,08","35,08",
25-02-2016,20 - 21,"23,44","23,64","23,64","23,64","25,91","24,13","23,64","25,91","22,24","22,24","22,24","23,64","23,64","23,64","25,63","25,91","25,91","24,13"
25-02-2016,21 - 22,"21,21","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20","21,20"
25-02-2016,22 - 23,"20,27","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26"
25-02-2016,23 - 00,"19,17","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15","19,15"
26-02-2016,00 - 01,"18,84","18,90","18,90","18,90","18,90","18,90","2,75","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90","18,90"
26-02-2016,01 - 02,"18,49","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46","18,46"
26-02-2016,02 - 03,"18,46","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43"
26-02-2016,03 - 04,"18,64","18,60","18,60","18,60","18,60","18,60","18,60","18,60","18,60","18,60","18,60","18,60","18,60","18,60","18,60","18,60","18,60",
26-02-2016,04 - 05,"19,38","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34","19,34",
26-02-2016,05 - 06,"20,64","20,29","20,29","20,29","20,29","30,67","20,29","20,29","20,29","20,29","20,29","20,29","20,29","20,29","30,67","30,67","30,67",
26-02-2016,06 - 07,"21,94","20,97","20,97","20,97","20,97","31,20","20,97","20,97","20,97","20,97","20,97","20,97","20,97","20,97","31,20","31,20","31,20",
26-02-2016,07 - 08,"34,93","26,61","26,61","26,61","26,61","34,97","26,61","26,61","26,61","26,61","26,61","26,61","26,61","26,61","34,97","34,97","34,97",
26-02-2016,08 - 09,"36,30","35,11","35,11","35,11","35,21","35,61","35,11","35,21","34,93","34,93","34,93","35,11","35,11","35,11","35,61","35,61","35,61",
26-02-2016,09 - 10,"36,51","32,41","32,41","32,41","32,68","36,84","32,41","32,68","32,41","32,41","32,41","32,41","32,41","32,41","36,84","36,84","36,84",
26-02-2016,10 - 11,"30,89","28,38","28,38","28,38","30,92","30,92","28,38","30,92","28,38","28,38","28,38","28,38","28,38","28,38","30,92","30,92","30,92",
26-02-2016,11 - 12,"25,12","23,44","23,44","23,44","25,92","30,67","23,44","25,92","23,35","23,35","23,35","23,44","23,44","23,44","30,67","30,67","30,67",
26-02-2016,12 - 13,"22,36","21,53","21,53","21,53","24,56","25,95","21,53","24,56","21,53","21,53","21,53","21,53","21,53","21,53","25,95","25,95","25,95",
26-02-2016,13 - 14,"22,34","21,03","21,03","21,03","21,03","34,23","21,03","21,03","21,03","21,03","21,03","21,03","21,03","21,03","34,23","34,23","34,23",
26-02-2016,14 - 15,"21,26","20,77","20,77","20,77","20,77","34,97","20,77","20,77","20,77","20,77","20,77","20,77","20,77","20,77","34,97","34,97","34,97",
26-02-2016,15 - 16,"20,85","20,56","20,56","20,56","20,56","34,36","20,56","20,56","20,56","20,56","20,56","20,56","20,56","20,56","34,36","34,56","34,56",
26-02-2016,16 - 17,"21,40","20,76","20,76","20,76","20,76","34,96","20,76","20,76","20,76","20,76","20,76","20,76","20,76","20,76","34,96","34,96","34,96",
26-02-2016,17 - 18,"25,48","23,70","23,70","23,70","25,96","38,31","23,70","25,96","20,96","20,96","20,96","23,70","23,70","23,70","38,31","38,31","38,31",
26-02-2016,18 - 19,"34,98","33,54","33,54","33,54","38,64","41,01","33,54","38,64","21,54","21,54","21,54","33,54","33,54","33,54","41,01","41,01","41,01",
26-02-2016,19 - 20,"24,07","22,11","22,11","22,11","25,92","30,65","22,11","25,92","21,34","21,34","21,34","22,11","22,11","22,11","30,65","30,65","30,65",
26-02-2016,20 - 21,"20,81","20,83","20,83","20,83","20,83","20,83","20,83","20,83","20,83","20,83","20,83","20,83","20,83","20,83","30,63","30,63","30,63","20,83"
26-02-2016,21 - 22,"20,29","20,26","20,26","20,26","20,26","20,96","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,26","20,96","20,96","20,96","20,96"
26-02-2016,22 - 23,"19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69","19,69"
26-02-2016,23 - 00,"19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07","19,07"
27-02-2016,00 - 01,"19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68"
27-02-2016,01 - 02,"19,44","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42"
27-02-2016,02 - 03,"19,26","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24","19,24"
27-02-2016,03 - 04,"19,15","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13","19,13"
27-02-2016,04 - 05,"19,21","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19","19,19"
27-02-2016,05 - 06,"19,53","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52","19,52"
27-02-2016,06 - 07,"19,62","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61"
27-02-2016,07 - 08,"19,71","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70","19,70"
27-02-2016,08 - 09,"19,96","19,91","19,91","19,91","19,91","24,11","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","30,01","30,01","30,01","24,11"
27-02-2016,09 - 10,"20,01","19,94","19,94","19,94","19,94","22,39","19,94","19,94","19,94","19,94","19,94","19,94","19,94","19,94","31,34","31,34","31,34","22,39"
27-02-2016,10 - 11,"20,10","20,02","20,02","20,02","20,02","20,94","20,02","20,02","20,02","20,02","20,02","20,02","20,02","20,02","31,39","31,39","31,39","20,94"
27-02-2016,11 - 12,"19,85","19,84","19,84","19,84","19,84","19,84","19,84","19,84","19,84","19,84","19,84","19,84","19,84","19,84","31,39","31,39","31,39","19,84"
27-02-2016,12 - 13,"19,51","19,49","19,49","19,49","19,49","19,49","19,49","19,49","19,49","19,49","19,49","19,49","19,49","19,49","31,38","31,38","31,38","19,49"
27-02-2016,13 - 14,"19,21","19,18","19,18","19,18","19,18","19,69","19,18","19,18","19,18","19,18","19,18","19,18","19,18","19,18","31,36","31,36","31,36","19,69"
27-02-2016,14 - 15,"19,11","19,05","19,05","19,05","19,05","20,07","19,05","19,05","19,05","19,05","19,05","19,05","19,05","19,05","31,35","31,35","31,35","20,07"
27-02-2016,15 - 16,"19,19","19,09","19,09","19,09","19,09","21,79","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","31,36","31,36","31,36","21,79"
27-02-2016,16 - 17,"19,59","19,40","19,40","19,40","19,40","28,02","19,40","19,40","19,40","19,40","19,40","19,40","19,40","19,40","31,39","31,39","31,39","28,02"
27-02-2016,17 - 18,"20,24","19,86","19,86","19,86","19,86","35,04","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","35,04","35,04","35,04","35,04"
27-02-2016,18 - 19,"21,60","20,34","20,34","20,34","25,16","35,05","20,34","25,16","20,34","20,34","20,34","20,34","20,34","20,34","35,05","35,05","35,05","35,05"
27-02-2016,19 - 20,"20,18","19,98","19,98","19,98","19,98","23,80","19,98","19,98","19,98","19,98","19,98","19,98","19,98","19,98","34,82","34,82","34,82","23,80"
27-02-2016,20 - 21,"19,69","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","31,31","31,31","31,31","19,68"
27-02-2016,21 - 22,"19,46","19,32","19,32","19,32","19,32","22,83","19,32","19,32","19,32","19,32","19,32","19,32","19,32","19,32","22,83","22,83","22,83","22,83"
27-02-2016,22 - 23,"19,25","19,20","19,20","19,20","19,20","19,99","19,20","19,20","19,20","19,20","19,20","19,20","19,20","19,20","19,99","19,99","19,99","19,99"
27-02-2016,23 - 00,"18,82","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79","18,79"
28-02-2016,00 - 01,"19,44","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42","19,42"
28-02-2016,01 - 02,"18,40","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39","18,39"
28-02-2016,02 - 03,"18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01"
28-02-2016,03 - 04,"17,97","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96"
28-02-2016,04 - 05,"17,89","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88"
28-02-2016,05 - 06,"18,04","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03"
28-02-2016,06 - 07,"18,10","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09"
28-02-2016,07 - 08,"18,18","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16"
28-02-2016,08 - 09,"18,41","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40","18,40"
28-02-2016,09 - 10,"19,04","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","26,93","26,93","26,93","19,02"
28-02-2016,10 - 11,"19,06","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","31,80","31,80","31,80","19,04"
28-02-2016,11 - 12,"19,04","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","19,02","32,48","32,48","32,48","19,02"
28-02-2016,12 - 13,"18,33","18,32","18,32","18,32","18,32","18,32","18,32","18,32","18,32","18,32","18,32","18,32","18,32","18,32","32,94","32,94","32,94","18,32"
28-02-2016,13 - 14,"18,21","18,19","18,19","18,19","18,19","18,19","18,19","18,19","18,19","18,19","18,19","18,19","18,19","18,19","32,98","32,98","32,98","18,19"
28-02-2016,14 - 15,"18,05","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","18,04","32,14","32,14","32,14","18,04"
28-02-2016,15 - 16,"17,95","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","17,94","32,11","32,11","32,11","17,94"
28-02-2016,16 - 17,"18,18","18,16","18,16","18,16","18,16","18,16","15,87","18,16","18,16","18,16","18,16","18,16","18,16","18,16","33,14","33,14","33,14","18,16"
28-02-2016,17 - 18,"19,62","19,48","19,48","19,48","19,48","27,11","19,11","19,48","19,48","19,48","19,48","19,48","19,48","19,48","33,23","33,23","33,23","27,11"
28-02-2016,18 - 19,"22,26","21,35","21,35","21,35","24,00","27,80","24,00","24,00","20,89","20,89","20,89","21,35","21,35","21,35","33,34","33,34","33,34","27,80"
28-02-2016,19 - 20,"22,74","22,01","22,01","22,01","24,49","24,74","22,01","24,49","21,82","21,82","21,82","22,01","22,01","22,01","34,22","34,22","34,22","24,74"
28-02-2016,20 - 21,"20,74","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","33,10","33,10","33,10","20,67"
28-02-2016,21 - 22,"19,78","19,72","19,72","19,72","19,72","23,41","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","32,11","32,11","32,11","23,41"
28-02-2016,22 - 23,"19,85","19,79","19,79","19,79","19,79","22,93","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","22,93","22,93","22,93","22,93"
28-02-2016,23 - 00,"19,57","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54","19,54"
29-02-2016,00 - 01,"19,21","19,25","19,25","19,25","19,25","19,25","19,12","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25","19,25"
29-02-2016,01 - 02,"18,19","18,21","18,21","18,21","18,21","18,21","17,77","18,21","18,21","18,21","18,21","18,21","18,21","18,21","18,21","18,21","18,21","18,21"
