TIMESTAMP,POWER,U10,V10,U100,V100
20170814 17:00,0.188663812457895,-1.65085,3.38682,-1.85335,4.35949
20170814 18:00,0.507508810247296,-3.36889,2.61765,-4.45348,3.84587
20170814 19:00,0.375625703860258,-4.92172,2.43445,-7.1568,4.37722
20170814 20:00,0.385993183372302,-4.93502,3.48305,-6.99488,5.79888
20170814 21:00,0.320348307685607,-4.99957,3.26433,-7.09043,5.54082
20170814 22:00,0.326510774212649,-5.41291,2.93793,-7.63886,5.067
20170814 23:00,0.375498236996669,-5.74632,3.05509,-8.00228,5.2369
20170815 00:00,0.327030834868704,-5.97903,2.63069,-8.45716,4.71614
20170815 01:00,0.385842088013846,-5.38271,2.46011,-7.54925,4.8041
20170815 02:00,0.443494210682901,-5.83693,2.90722,-8.22566,5.43616
20170815 03:00,0.39698643939622,-5.97351,2.83592,-8.46297,5.51942
20170815 04:00,0.414439743346927,-5.91764,3.41369,-8.47878,5.99604
20170815 05:00,0.50762473275967,-5.55308,4.32282,-7.73476,7.11446
20170815 06:00,0.646419760220386,-5.44428,4.74813,-7.54285,7.54696
20170815 07:00,0.762179740064489,-4.95452,5.63623,-6.4144,7.92179
20170815 08:00,0.6571550416732,-4.20775,5.58173,-5.61175,8.49278
20170815 09:00,0.556571383146354,-3.645,6.59122,-4.54379,8.88984
20170815 10:00,0.412228227383775,-3.56957,6.79601,-4.35993,8.79516
20170815 11:00,0.348835369600422,-2.84659,6.4259,-3.51632,8.42746
20170815 12:00,0.302534260366005,-2.57624,6.13518,-3.34455,8.23228
20170815 13:00,0.200900981757999,-1.3104,5.62733,-1.94044,7.81672
20170815 14:00,0.163004733597162,0.633028,5.26837,0.50514,7.54411
20170815 15:00,0.256470152504165,0.761576,4.92842,0.926949,7.35017
20170815 16:00,0.298543933943626,2.81065,4.68431,4.13009,6.93369
20170815 17:00,0.0664666061406023,3.074,2.90988,4.66144,4.07751
20170815 18:00,0.148021224585703,2.57752,1.85115,3.96087,2.26808
20170815 19:00,0.0737666345803438,3.67458,0.423532,5.03648,0.131209
20170815 20:00,0.120551561940196,2.62675,-0.240571,3.59742,-0.654422
20170815 21:00,0.208429793023414,4.36633,0.963724,5.67883,1.17153
20170815 22:00,0.220258940045058,7.12341,-1.6788,9.09042,-2.23777
20170815 23:00,0.423606453383008,6.83863,-1.55216,8.70161,-2.04661
20170816 00:00,0.41037315151086,6.94809,-1.2021,8.77506,-1.60856
20170816 01:00,0.499567818265974,4.97711,-0.800579,6.23598,-1.03962
20170816 02:00,0.594840282964909,5.216,-1.29372,6.4547,-1.66681
20170816 03:00,0.533405360170206,5.61596,-1.41537,6.96332,-1.85031
20170816 04:00,0.460958790381119,5.58834,-1.14594,6.90784,-1.51597
20170816 05:00,0.39190452667504,5.33804,-0.787204,6.539,-1.05798
20170816 06:00,0.322916656565649,5.25996,-1.02694,6.241,-1.30888
20170816 07:00,0.272126088260744,4.47413,-0.893193,5.13884,-1.08794
20170816 08:00,0.194283575153483,4.19671,-0.547698,4.76073,-0.657271
20170816 09:00,0.203358359500218,3.95418,0.182897,4.44115,0.201381
20170816 10:00,0.19436791131756,4.24685,0.695154,4.79747,0.788817
20170816 11:00,0.214386028869926,4.58671,1.00999,5.22952,1.15787
20170816 12:00,0.174255976525472,4.16058,1.14991,4.71046,1.31638
20170816 13:00,0.14668242409937,3.81272,1.26946,4.30652,1.46196
20170816 14:00,0.190130736515568,3.63524,1.1289,4.08908,1.30038
20170816 15:00,0.203814757739511,2.88265,1.18247,3.1892,1.37417
20170816 16:00,0.226351312286214,2.42926,1.48236,2.73383,1.73063
20170816 17:00,0.187344115140656,1.38374,2.07829,1.56464,2.36517
20170816 18:00,0.184720563208681,0.782011,2.23923,0.982725,2.79309
20170816 19:00,0.203215700865203,0.603297,2.92063,0.887901,3.71503
20170816 20:00,0.272950045641753,-0.162187,3.69256,0.145618,4.98727
20170816 21:00,0.342618847055445,-0.34489,4.10533,-0.206392,5.72173
20170816 22:00,0.474585502729913,-0.206323,4.48067,0.0802784,6.23961
20170816 23:00,0.590759322830109,-1.04937,4.34456,-1.03428,6.15786
20170817 00:00,0.569239690195638,-2.18224,4.36689,-2.66183,6.51502
20170817 01:00,0.598812100869714,-2.09067,5.17568,-2.52519,8.20477
20170817 02:00,0.692636142005876,-3.57711,4.85383,-4.44257,7.96877
20170817 03:00,0.634189883801479,-3.95161,5.12891,-5.01552,8.46676
20170817 04:00,0.683815688792411,-4.70065,5.08681,-6.10752,8.54444
20170817 05:00,0.770753066927073,-4.69288,5.32232,-6.23636,8.65275
20170817 06:00,0.743400084041127,-4.92612,5.58998,-6.5794,8.77693
20170817 07:00,0.780569988437377,-5.13246,5.87291,-7.27337,9.50864
20170817 08:00,0.802775978829654,-4.4566,6.36947,-6.15483,9.55314
20170817 09:00,0.781375756447387,-4.43444,6.33537,-6.03375,9.13796
20170817 10:00,0.655750938142166,-3.44189,7.22639,-4.57375,9.56939
20170817 11:00,0.73622160978245,-3.00244,7.42248,-3.97281,9.98121
20170817 12:00,0.818005596111984,-2.73839,8.1412,-3.55058,10.9548
20170817 13:00,0.828195814373727,-0.0842276,8.55616,0.156242,11.3837
20170817 14:00,0.787125724996976,1.75231,8.06824,2.52803,10.6632
20170817 15:00,0.650432229544767,-0.0497395,7.69858,0.882644,11.4986
20170817 16:00,0.69677728871271,0.486753,8.16139,1.66737,11.5586
20170817 17:00,0.756655337329127,3.292,9.10555,4.95069,12.3524
20170817 18:00,0.812365577430898,3.05121,7.94035,5.04852,11.2673
20170817 19:00,0.740527354369298,5.19997,7.08461,7.40633,9.62198
20170817 20:00,0.570414408217646,6.1117,6.64995,8.34551,8.99125
20170817 21:00,0.476574423854321,5.58446,5.32158,8.20374,7.40377
20170817 22:00,0.310558399295122,5.28409,4.33753,7.80931,5.89194
20170817 23:00,0.221610528846022,5.19276,3.71847,7.35484,4.85916
20170818 00:00,0.197237825146682,4.19691,3.28094,5.68342,4.12961
20170818 01:00,0.154897324348213,2.66559,3.13552,3.68914,4.02175
20170818 02:00,0.233242520777875,4.3352,4.1441,5.96052,5.34155
20170818 03:00,0.178446117409688,2.5707,3.4033,3.38475,4.14643
20170818 04:00,0.143652553429954,-0.111328,4.81197,0.636784,6.67354
20170818 05:00,0.530015198007906,2.62444,5.7912,4.17693,8.08295
20170818 06:00,0.734610653451817,2.9821,6.32502,4.59452,8.58762
20170818 07:00,0.741504827668234,2.52398,6.45896,4.04568,8.71449
20170818 08:00,0.814478421908765,2.39622,7.26283,3.89012,9.89501
20170818 09:00,0.829474114759261,3.22345,7.99837,4.65155,10.4887
20170818 10:00,0.794058120549712,3.29855,7.23339,4.4973,9.13948
20170818 11:00,0.751702370823863,4.18343,8.84211,5.90896,11.5797
20170818 12:00,0.717387150746251,3.50983,8.12968,4.75802,10.3773
20170818 13:00,0.633185790290465,5.97804,5.59214,7.58836,6.83769
20170818 14:00,0.5941973117459,5.14015,4.18001,6.45858,5.08636
20170818 15:00,0.511046375717419,4.05079,4.08561,5.16544,4.9223
20170818 16:00,0.627057002656912,3.65727,5.00876,4.58622,6.03071
20170818 17:00,0.637211983146968,4.77534,6.00857,6.00153,7.29616
20170818 18:00,0.680660926202893,5.32186,3.6425,6.59779,4.45438
20170818 19:00,0.608399561801664,5.49003,2.46369,6.79003,2.93159
20170818 20:00,0.644346435023539,6.28871,1.80862,7.71302,2.13965
20170818 21:00,0.620381080134277,6.47999,1.24683,7.96317,1.46843
20170818 22:00,0.613664715607586,6.0142,1.7411,7.42434,2.06477
20170818 23:00,0.504975987065181,5.56987,2.47703,6.96476,2.97948
20170819 00:00,0.476220714728678,6.526,3.40831,7.9718,4.01683
20170819 01:00,0.479605842363484,4.06621,2.70144,5.09084,3.25163
20170819 02:00,0.612391877598362,5.91803,4.35991,7.41702,5.37079
20170819 03:00,0.841175808853193,4.27895,3.25952,5.37932,3.863
20170819 04:00,0.374527120846321,4.56729,3.38713,5.77553,4.01534
20170819 05:00,0.344215303642773,6.05493,3.32163,7.62415,4.00399
20170819 06:00,0.546900950107731,5.7422,3.01813,6.93778,3.42022
20170819 07:00,0.644132105660181,4.9203,4.85317,6.00216,5.63206
20170819 08:00,0.676072979802592,5.49067,5.21315,6.53354,6.06777
20170819 09:00,0.686737623868207,6.84072,5.84178,8.16645,6.81154
20170819 10:00,0.792160681203071,6.19282,6.75915,7.54046,8.03102
20170819 11:00,0.719058808931715,6.90437,6.47482,8.41372,7.71508
20170819 12:00,0.872823616828942,7.54901,6.99929,9.26481,8.43003
20170819 13:00,0.944309484225616,9.06477,7.2775,11.256,8.96028
20170819 14:00,0.912727492081713,8.59775,4.85809,10.466,5.86737
20170819 15:00,0.903732357960398,8.52741,4.3046,10.3258,5.08885
20170819 16:00,0.939389734140072,8.69955,3.33464,10.5348,3.91885
20170819 17:00,0.938500496501247,8.5074,3.27554,10.2385,3.79655
20170819 18:00,0.91509903910714,7.09832,3.3037,8.71225,3.95154
20170819 19:00,0.864675887522603,7.26588,3.42543,9.04911,4.06377
20170819 20:00,0.832287043714911,7.84192,4.03973,9.80765,4.92805
20170819 21:00,0.854898297156904,6.19113,4.24116,7.65234,5.1268
20170819 22:00,0.848887825544601,7.44721,3.42721,9.11614,4.11776
20170819 23:00,0.833633934725918,6.64676,3.91131,8.26908,4.67533
20170820 00:00,0.893328537980919,7.29206,3.5172,9.00882,4.20815
20170820 01:00,0.934392776174617,7.68887,4.64568,9.51225,5.62906
20170820 02:00,0.932460112486498,7.47591,4.44494,9.24911,5.42926
20170820 03:00,0.908214363417403,7.48637,4.78742,9.29061,5.82429
20170820 04:00,0.925795266489916,8.02454,3.5924,9.8526,4.42519
20170820 05:00,0.875278239634102,7.16659,1.16049,8.78969,1.36041
20170820 06:00,0.817858549181148,6.77572,-1.34743,8.11226,-1.66428
20170820 07:00,0.881307627958756,8.14179,-2.28653,9.86444,-2.84793
20170820 08:00,0.86053507014208,8.36569,-1.42602,9.92886,-1.74888
20170820 09:00,0.876342336012023,8.50417,-1.5919,10.0729,-1.90905
20170820 10:00,0.893495773689209,8.6617,-1.60073,10.2929,-1.9874
20170820 11:00,0.858083582448176,9.55726,-2.29201,11.4153,-2.81959
20170820 12:00,0.875842995044247,10.1045,-2.04054,12.115,-2.49675
20170820 13:00,0.898231722436951,10.3369,-1.93506,12.419,-2.38314
20170820 14:00,0.89657488164486,10.4525,-1.91057,12.5892,-2.34021
20170820 15:00,0.895629264800666,10.4381,-2.33254,12.6297,-2.86688
20170820 16:00,0.875485997710555,9.54126,-2.98965,11.5498,-3.69348
20170820 17:00,0.91036219064957,9.52894,-4.015,11.671,-4.928
20170820 18:00,0.917924433636333,8.76798,-4.07953,10.787,-5.04401
20170820 19:00,0.821654749475996,8.43304,-4.79629,10.4848,-6.03748
20170820 20:00,0.896327756167873,8.50044,-5.10953,10.4832,-6.43605
20170820 21:00,0.917849749975456,8.58396,-4.86796,10.6262,-6.09022
20170820 22:00,0.930004190207267,8.87316,-5.75752,11.005,-7.17381
20170820 23:00,0.883578707835882,8.90308,-6.17551,11.103,-7.6779
20170821 00:00,0.894556071251589,9.06864,-5.94602,11.3237,-7.47208
20170821 01:00,0.89286685015183,8.04789,-6.15838,9.97323,-7.67916
20170821 02:00,0.903312005653939,7.62092,-6.26151,9.45761,-7.80673
20170821 03:00,0.94710016094987,7.54211,-7.25001,9.39427,-9.13134
20170821 04:00,0.925627366300224,6.94655,-8.08708,8.72243,-10.2193
20170821 05:00,0.916892644907613,7.56989,-9.04035,9.49894,-11.4115
20170821 06:00,0.878354094911718,7.30956,-8.33985,9.11576,-10.485
20170821 07:00,0.899289770797371,7.1365,-8.23947,8.68713,-10.1507
20170821 08:00,0.898819674519607,7.23414,-7.43134,8.62743,-9.06542
20170821 09:00,0.865577654833069,7.06742,-6.99957,8.36525,-8.44365
20170821 10:00,0.88618184869516,7.16689,-6.86147,8.49785,-8.24413
20170821 11:00,0.859573592837199,7.04211,-6.45392,8.29914,-7.72857
20170821 12:00,0.771768158312828,6.81966,-5.92739,7.98957,-7.04714
20170821 13:00,0.719579211721933,6.78682,-5.72234,7.95076,-6.74774
20170821 14:00,0.735571594811319,7.2511,-5.20197,8.51248,-6.15652
20170821 15:00,0.742539879348252,8.04345,-5.01281,9.50732,-5.96687
20170821 16:00,0.764802927791633,7.56349,-4.94023,8.94989,-5.91268
20170821 17:00,0.789881867061847,7.10749,-4.90756,8.52486,-5.93905
20170821 18:00,0.829088276936911,6.79755,-5.68985,8.24735,-6.91693
20170821 19:00,0.808787727811496,6.88251,-5.6745,8.30727,-6.87155
20170821 20:00,0.753352881655588,6.62071,-5.76873,8.01709,-7.03098
20170821 21:00,0.787761905575161,6.65949,-6.18989,8.0792,-7.5202
20170821 22:00,0.773789077990738,6.55484,-6.33691,7.93958,-7.67459
20170821 23:00,0.824991136306793,6.50942,-5.41815,7.89283,-6.66045
20170822 00:00,0.771851693116912,5.72064,-7.00526,6.94304,-8.53644
20170822 01:00,0.819302503203472,6.5394,-5.57279,7.91805,-6.78763
20170822 02:00,0.709812058560292,6.51905,-5.97681,7.88215,-7.29012
20170822 03:00,0.749770612383796,5.70119,-7.03748,6.90436,-8.57642
20170822 04:00,0.826482320339637,5.3621,-7.12232,6.52679,-8.65954
20170822 05:00,0.747065700207666,5.15942,-6.47524,6.27237,-7.87898
20170822 06:00,0.689224848215569,5.41063,-6.56431,6.5152,-7.9342
20170822 07:00,0.688352606848639,4.35526,-6.17631,5.09947,-7.32492
20170822 08:00,0.535888469538514,4.34379,-5.76584,5.01259,-6.76712
20170822 09:00,0.583543941609689,4.65108,-5.19402,5.33891,-6.06082
20170822 10:00,0.635468572831265,4.64541,-5.42805,5.3981,-6.40051
20170822 11:00,0.67675406324375,5.03826,-5.86381,5.82063,-6.94103
20170822 12:00,0.679694931900757,4.89812,-5.83816,5.64652,-6.94209
20170822 13:00,0.674464189290774,4.96502,-5.43576,5.66835,-6.43621
20170822 14:00,0.69735407907189,4.34668,-5.81236,5.00633,-6.84348
20170822 15:00,0.676473437958787,3.92386,-5.075,4.43551,-5.93571
20170822 16:00,0.615429581358233,3.55309,-4.70389,4.07663,-5.51976
20170822 17:00,0.497273302743537,2.76485,-4.18926,3.16277,-4.91085
20170822 18:00,0.411034054691906,2.02783,-4.2069,2.34665,-5.0916
20170822 19:00,0.399118755082987,1.54875,-4.15321,1.9068,-5.09984
20170822 20:00,0.263419823672818,1.01325,-4.23186,1.28059,-5.38307
20170822 21:00,0.0985089359816147,0.0891616,-3.87575,0.26508,-5.08262
20170822 22:00,0.132946199449196,-0.39637,-3.44187,-0.319652,-4.57096
20170822 23:00,0.187498161787533,-0.89547,-2.85937,-1.01275,-3.8895
20170823 00:00,0.261917395883578,-1.16957,-2.22501,-1.28523,-3.0158
20170823 01:00,0.0680120596621701,-1.72093,-2.67216,-1.98532,-4.02764
20170823 02:00,0.0427099070989744,-2.10673,-2.10365,-2.55524,-3.40573
20170823 03:00,0.031165248513761,-2.58886,-1.59376,-3.41265,-2.66453
20170823 04:00,0.114044336127333,-2.7628,-1.22125,-4.07038,-1.81865
20170823 05:00,0.153968830641721,-2.84276,-0.512219,-4.44182,-0.516292
20170823 06:00,0.141933811644785,-3.12115,0.166462,-4.57963,0.750417
20170823 07:00,0.0395101719852238,-3.33758,0.90669,-4.44024,1.56228
20170823 08:00,0.060381036673138,-3.40984,1.85259,-4.16009,2.28291
20170823 09:00,0.195542093875277,-3.15053,2.84857,-3.85266,3.27419
20170823 10:00,0.27179184504329,-2.19839,4.03923,-2.79113,4.5365
20170823 11:00,0.142840912766703,-0.468785,5.17092,-0.798349,5.84219
20170823 12:00,0.0919476009613292,0.834089,4.30509,0.815937,5.01062
20170823 13:00,0.118758422457283,0.48154,3.83233,0.281436,4.40608
20170823 14:00,0.0578478651114869,1.77345,4.13204,1.76715,4.77353
20170823 15:00,0.044661232891073,1.87997,3.70897,2.06509,4.30665
20170823 16:00,0.0302375807539797,1.22365,3.07948,1.42464,3.59633
20170823 17:00,0.0539042733751845,0.0203695,2.18304,0.0549574,2.61944
20170823 18:00,0.0500947340332541,-1.19293,1.68663,-1.5207,2.64803
20170823 19:00,0.0790901208096035,-3.06903,1.09475,-4.17836,2.56387
20170823 20:00,0.0970154513704613,-3.9757,0.896722,-6.35028,2.4945
20170823 21:00,0,-5.15058,2.17176,-7.48499,4.28505
20170823 22:00,0.415397175214119,-5.3007,3.02893,-7.59371,5.23129
20170823 23:00,0.668385557932853,-5.15673,3.80761,-7.12677,6.26475
20170824 00:00,0.510576806074824,-5.31337,3.73296,-7.18347,6.14981
20170824 01:00,0.781635180133646,-4.61654,4.83001,-6.31708,7.94284
20170824 02:00,0.832839084110304,-4.87563,5.00656,-6.54448,8.18564
20170824 03:00,0.755209209818523,-4.71066,5.34524,-6.28778,8.38658
20170824 04:00,0.726036678522052,-4.68147,5.35776,-6.25125,8.26403
20170824 05:00,0.761902474973039,-4.76606,5.42235,-6.20932,8.12859
20170824 06:00,0.765836754371709,-3.75015,6.14016,-4.59208,8.35653
20170824 07:00,0.695697328538979,-2.94452,6.73852,-3.45391,8.53988
20170824 08:00,0.783637235497408,-2.05892,6.696,-2.18933,8.34481
20170824 09:00,0.585435414073413,0.183934,6.07165,0.397578,7.42422
20170824 10:00,0.697780347288287,7.26104,0.47745,9.3853,0.261402
20170824 11:00,0.761343830959198,7.19972,-0.247954,9.04452,-0.407155
20170824 12:00,0.83644598005446,7.57847,0.480896,9.28775,0.45671
20170824 13:00,0.856236010473809,8.17349,0.597543,10.0111,0.615738
20170824 14:00,0.855735967176299,8.33099,0.306454,10.2315,0.269744
20170824 15:00,0.832814196574015,8.16529,0.418026,10.0595,0.38708
20170824 16:00,0.893513523465268,7.89034,1.16224,9.73225,1.28978
20170824 17:00,0.878650567429018,9.01082,1.23285,11.2044,1.43071
20170824 18:00,0.884779689819002,9.47018,0.887858,12.0045,1.06477
20170824 19:00,0.883303320052364,9.50145,0.101877,12.0714,0.0483883
20170824 20:00,0.868893427179022,9.29279,-0.217356,11.7912,-0.36649
20170824 21:00,0.854544025322348,8.98248,-0.177067,11.3215,-0.328515
20170824 22:00,0.849053273141229,8.58779,0.100819,10.7138,0.0620836
20170824 23:00,0.816143418997427,8.26894,0.0913005,10.3119,0.0590817
20170825 00:00,0.821528620159345,8.22058,0.0644465,10.2078,0.0386108
20170825 01:00,0.799326481687964,8.1473,-0.911383,10.2249,-1.18595
20170825 02:00,0.776544410948782,7.95966,-1.60371,9.94808,-2.05942
20170825 03:00,0.714698692644187,7.6362,-1.34826,9.53962,-1.78363
20170825 04:00,0.700061019176283,7.57309,-0.632701,9.47271,-0.911248
20170825 05:00,0.760262959540583,7.58254,-0.751945,9.45343,-1.03345
20170825 06:00,0.765349102869913,7.75153,-1.07229,9.58074,-1.3817
20170825 07:00,0.751598408482531,7.51789,-1.37486,9.08639,-1.72502
20170825 08:00,0.691167310466276,7.25245,-1.32396,8.66576,-1.65895
20170825 09:00,0.731644823847071,7.14437,-0.945512,8.47975,-1.19477
20170825 10:00,0.710336003236445,7.48432,-0.936554,8.87839,-1.16507
20170825 11:00,0.726412256542341,7.53972,-1.28423,8.97739,-1.57188
20170825 12:00,0.745411512110147,7.00114,-1.34941,8.29997,-1.66119
20170825 13:00,0.73607585121304,6.79409,-1.07479,8.01937,-1.30138
20170825 14:00,0.665496169258038,6.64659,-1.3036,7.87148,-1.55617
20170825 15:00,0.59292074435703,6.29228,-1.28864,7.4226,-1.57458
20170825 16:00,0.598931111944428,5.60954,-1.06584,6.60813,-1.31578
20170825 17:00,0.488919275050217,4.92071,-0.988075,5.79268,-1.24374
20170825 18:00,0.340027789242598,4.29676,-0.606915,5.26974,-0.807677
20170825 19:00,0.260412023745114,3.95149,-0.0493183,5.00262,-0.178179
20170825 20:00,0.203773628853453,4.00935,0.179304,5.08835,0.11743
20170825 21:00,0.149076513536495,3.94388,0.694363,5.05926,0.76844
20170825 22:00,0.233593888414385,3.70779,0.878953,4.74047,1.01615
20170825 23:00,0.262358279021825,3.64552,1.07143,4.66439,1.2995
20170826 00:00,0.198693376214846,3.34027,1.13142,4.28868,1.36285
20170826 01:00,0.192967914209187,2.59767,1.32987,3.42487,1.56325
20170826 02:00,0.261166293035354,2.3067,1.8961,3.05049,2.24829
20170826 03:00,0.261273022117733,2.22705,2.30333,3.01602,2.82596
20170826 04:00,0.269505324252842,1.99642,2.79526,2.80573,3.47521
20170826 05:00,0.311583215664271,1.85549,3.13556,2.64587,4.0008
20170826 06:00,0.319552679320568,2.31094,3.30989,2.92543,4.03127
20170826 07:00,0.323365101764309,2.84172,3.07277,3.30486,3.52383
20170826 08:00,0.296316492355986,3.053,2.2269,3.52098,2.53149
20170826 09:00,0.228129301256515,2.21085,1.45851,2.50529,1.61786
20170826 10:00,0.17209599472638,1.42493,1.29895,1.53755,1.42916
20170826 11:00,0.126132180638965,1.14466,1.69273,1.18097,1.88304
20170826 12:00,0.0405550315288459,0.73667,2.30038,0.72309,2.57982
20170826 13:00,0.0783967871566389,0.197459,2.98183,0.162826,3.40151
20170826 14:00,0.0799049231825257,-0.391243,2.84594,-0.487648,3.25574
20170826 15:00,0.0137997423625174,-0.109074,3.05432,-0.235119,3.5129
20170826 16:00,0.0141732961840325,-0.152865,2.93228,-0.209257,3.43204
20170826 17:00,0.075333438527179,-0.704124,2.7119,-0.835226,3.42684
20170826 18:00,0.138872210231576,-0.803448,3.03055,-0.698594,4.58921
20170826 19:00,0.312101553098805,-0.842893,2.92911,-0.474842,4.8
20170826 20:00,0.48446761656438,1.06361,2.25965,1.71528,3.73344
20170826 21:00,0.449414300821832,1.88462,2.72737,2.82601,3.7092
20170826 22:00,0.105253657104681,3.97763,2.40389,5.17071,2.93654
20170826 23:00,0.0411607338992915,3.77214,2.41886,4.88018,2.85498
20170827 00:00,0.0158610513703379,5.15178,0.14665,6.40372,0.126959
20170827 01:00,0.0691758524122488,3.77285,-2.82635,4.58569,-3.52653
20170827 02:00,0.299306656746214,4.19278,-4.23688,5.16119,-5.15145
20170827 03:00,0.295423591092209,3.82393,-4.85794,4.71241,-6.06573
20170827 04:00,0.212158780182139,3.55294,-4.90837,4.40235,-6.08004
20170827 05:00,0.203042264918677,3.36163,-4.99257,4.18545,-6.19502
20170827 06:00,0.267479054816792,3.27471,-4.67087,3.94435,-5.64883
20170827 07:00,0.313093312356184,3.87473,-4.20781,4.51059,-5.01683
20170827 08:00,0.336379901120886,4.32153,-3.77684,4.99522,-4.44348
20170827 09:00,0.432387667388892,4.76727,-3.56569,5.50867,-4.16482
20170827 10:00,0.437480361347584,4.74942,-3.43648,5.50124,-3.98646
20170827 11:00,0.356589615748014,4.41957,-3.25557,5.06968,-3.77208
20170827 12:00,0.320432791800393,4.51587,-2.69629,5.15685,-3.13535
20170827 13:00,0.285563249932836,4.08729,-2.82718,4.66103,-3.27628
20170827 14:00,0.307535567629003,4.30227,-2.28607,4.87525,-2.63455
20170827 15:00,0.247622944928292,3.96423,-2.01502,4.51128,-2.3351
20170827 16:00,0.0933474043097851,3.61632,-1.506,4.12812,-1.75696
20170827 17:00,0.0715767076026433,3.07425,-1.30453,3.54053,-1.57328
20170827 18:00,0.156250859019974,2.47401,-1.27222,3.04715,-1.63394
20170827 19:00,0.0999406061675328,2.56886,-0.968895,3.02651,-1.22678
20170827 20:00,0.0906069286844524,2.76889,-0.740452,3.35225,-0.944412
20170827 21:00,0.25120831052358,2.99831,-0.80201,3.65038,-1.02682
20170827 22:00,0.145705891022451,2.95081,-0.558509,3.48438,-0.744831
20170827 23:00,0.144977374196126,3.03824,-0.350209,3.53051,-0.459471
20170828 00:00,0.12338674401202,3.00522,-0.159122,3.44887,-0.270331
20170828 01:00,0.0913766776538152,2.94394,0.459533,3.50271,0.462239
20170828 02:00,0.120935475615537,2.93076,0.489213,3.40722,0.467307
20170828 03:00,0.0563954652022097,2.86596,0.703877,3.23865,0.666765
20170828 04:00,0.0564450058085379,2.45042,1.12263,2.71076,1.08317
20170828 05:00,0.0743021506877452,2.13885,1.77724,2.53555,1.91482
20170828 06:00,0.096419914624246,1.92678,2.21465,2.41513,2.52419
20170828 07:00,0.177239155268537,1.53581,2.82363,1.79499,3.15217
20170828 08:00,0.264600798474299,1.10405,3.36264,1.27268,3.79826
20170828 09:00,0.273412123239773,1.19657,4.20625,1.3252,4.84859
20170828 10:00,0.322718390656994,1.34726,4.50854,1.57041,5.39425
20170828 11:00,0.400273076347485,1.8504,5.12501,2.10899,6.17469
20170828 12:00,0.467602735659002,1.56383,5.26611,1.78052,6.38848
20170828 13:00,0.390807251910961,0.939641,5.49804,1.03214,6.76866
20170828 14:00,0.336941312127655,1.27195,5.29478,1.38131,6.37645
20170828 15:00,0.275654826119083,1.29676,4.6309,1.52705,5.52488
20170828 16:00,0.153099836419265,0.909809,3.93393,1.17383,4.77761
20170828 17:00,0.136107091362598,0.3379,4.26516,0.525839,5.19657
20170828 18:00,0.122800588359314,0.371294,3.99489,0.673608,5.38783
20170828 19:00,0.13897378942955,0.694595,3.41675,1.30053,4.86241
20170828 20:00,0.10282792283919,0.791048,3.18239,1.53807,4.45651
20170828 21:00,0.144463039597195,0.113678,3.49497,0.600684,4.87699
20170828 22:00,0.200399524533223,0.197078,3.92053,0.599362,5.47572
20170828 23:00,0.335527615768236,0.433616,4.06758,0.854334,5.77703
20170829 00:00,0.431536036228025,0.530431,3.9955,1.05773,5.70948
20170829 01:00,0.395494340168457,-0.739563,4.53483,-0.533533,7.11592
20170829 02:00,0.329184774963703,-0.527246,4.22446,-0.0224625,6.84491
20170829 03:00,0.360648863205469,0.442751,4.94732,1.83601,7.44953
20170829 04:00,0.500978253132576,0.634202,6.14982,1.75339,8.94129
20170829 05:00,0.460809986394226,0.817496,6.37113,1.82812,9.23821
20170829 06:00,0.41174550553056,0.682815,6.5666,1.62146,9.31823
20170829 07:00,0.456648726843828,1.17731,6.44608,2.0254,8.71955
20170829 08:00,0.493189120666555,1.43839,6.22411,2.34535,8.1387
20170829 09:00,0.403410827910445,0.939415,6.52952,1.7939,8.3725
20170829 10:00,0.384820639621164,0.311767,7.00949,0.85748,8.99833
20170829 11:00,0.380879588946404,0.937964,6.82747,1.5359,8.74864
20170829 12:00,0.598154932162716,1.12251,7.14378,1.87621,9.09468
20170829 13:00,0.590391707647526,2.07557,6.88368,3.18042,8.86547
20170829 14:00,0.493823803482186,3.1225,5.82171,4.68412,7.47996
20170829 15:00,0.543046835158682,4.07236,5.2163,5.90656,6.60511
20170829 16:00,0.547453660749931,5.09137,4.21329,6.92324,5.25537
20170829 17:00,0.519857646079136,5.4003,2.54753,7.10241,3.04574
20170829 18:00,0.488566441576243,5.43741,1.61053,7.0565,1.8506
20170829 19:00,0.192985287662356,5.26889,0.93296,6.76902,1.01881
20170829 20:00,0.169279978087431,4.18799,0.442975,5.21663,0.481064
20170829 21:00,0.3956308850902,4.80411,-0.574374,5.80012,-0.631134
20170829 22:00,0.279975045800403,5.26044,-1.86277,6.29378,-2.25496
20170829 23:00,0.294917814680743,4.86164,-1.92016,5.75389,-2.32922
20170830 00:00,0.249072030343042,4.95465,-1.58184,5.84859,-1.96512
20170830 01:00,0.113147416212263,4.17674,-1.44084,5.00892,-1.75969
20170830 02:00,0.128953516279877,3.34346,-1.78617,4.06475,-2.23642
20170830 03:00,0.171818398264501,2.50247,-1.26025,3.03993,-1.64252
20170830 04:00,0.142027080877989,2.92269,-1.08125,3.47711,-1.38908
20170830 05:00,0.168157357557493,1.8538,-1.516,2.12439,-1.79439
20170830 06:00,0.159377820594908,0.851098,-1.41845,1.16426,-1.67407
20170830 07:00,0.0642089232977485,-0.953059,-3.14625,-1.04978,-3.42313
